1000-512
,,4 threads,0.238430,0.233852,0.235176,0.239708,0.234419,
,,6 threads,0.245650,0.250461,0.249394,0.245907,0.246349,
,,8 threads,0.253043,0.249866,0.252118,0.246244,0.255058,
,,10 threads,0.258672,0.327203,0.289194,0.288035,0.284830,
,,12 threads,0.287874,0.283621,0.286478,0.256125,0.260395,
,OPT-MAVX,2 threads,0.168322,0.155619,0.155864,0.155723,0.157430,
,,4 threads,0.187099,0.180943,0.181344,0.179782,0.182408,
,,6 threads,0.194269,0.192350,0.195726,0.191017,0.189523,
,,8 threads,0.199153,0.196816,0.196075,0.195497,0.195923,
,,10 threads,0.204646,0.203900,0.199291,0.203264,0.197125,
,,12 threads,0.198090,0.195254,0.203179,0.198260,0.196606,
PLACES:threads|BIND:false,NO OPT-NO MAVX,2 threads,3.590388,3.589477,3.588402,3.591889,3.586081,
,,4 threads,3.611302,3.602138,3.595935,3.635804,3.605893,
,,6 threads,3.616318,3.602290,3.618215,3.667107,3.602880,
,,8 threads,3.733992,3.640040,3.664418,3.664189,3.671984,
,,10 threads,3.680793,3.673480,3.692937,3.607747,3.656325,
,,12 threads,3.689704,3.610787,3.631573,3.654480,3.618648,
,NO OPT-MAVX,2 threads,3.592948,3.590099,3.607068,3.588531,3.588351,
,,4 threads,3.607264,3.605370,3.602027,3.595609,3.597036,
,,6 threads,3.607848,3.629199,3.665284,3.658451,3.619622,
,,8 threads,3.604812,3.673767,3.637053,3.616698,3.677605,
,,10 threads,3.636076,3.683836,3.686409,3.701834,3.672085,
,,12 threads,3.624275,3.688168,3.665588,3.640772,3.721096,
,OPT-NO MAVX,2 threads,0.273495,0.256866,0.256024,0.225651,0.222355,
,,4 threads,0.249778,0.237138,0.241980,0.248358,0.244761,
,,6 threads,0.245924,0.251492,0.259171,0.254859,0.250716,
,,8 threads,0.255533,0.248976,0.251431,0.259507,0.246926,
,,10 threads,0.261668,0.265155,0.266343,0.253343,0.268723,
,,12 threads,0.260479,0.259718,0.284623,0.261089,0.282256,
,OPT-MAVX,2 threads,0.214388,0.198970,0.203533,0.205281,0.199588,
,,4 threads,0.221547,0.219100,0.226178,0.225548,0.225031,
,,6 threads,0.226662,0.228736,0.227353,0.231432,0.229820,
,,8 threads,0.230268,0.230342,0.232210,0.228254,0.229829,
,,10 threads,0.233005,0.231335,0.227974,0.230091,0.227470,
,,12 threads,0.232272,0.236409,0.232682,0.232292,0.235654,
PLACES:{0}, {3}, {1}, {4}, {2}, {5}, {6}, {9}, {7}, {10}, {8}, {11}|BIND:true,NO OPT-NO MAVX,2 threads,3.623438,3.568529,3.565143,3.562687,3.564355,
,,4 threads,3.633924,3.625687,3.618648,3.595162,3.612581,
,,6 threads,3.628712,3.688665,3.703557,3.730284,3.606446,
,,8 threads,3.656379,3.666783,3.731315,3.712929,3.686368,
,,10 threads,3.610931,3.691806,3.663843,3.686013,3.727344,
,,12 threads,3.745318,3.599655,3.617591,3.661155,3.675466,
,NO OPT-MAVX,2 threads,3.589120,3.576666,3.578011,3.571248,3.582619,
,,4 threads,3.650576,3.646026,3.606555,3.607175,3.595137,
,,6 threads,3.651202,3.706907,3.685290,3.600732,3.631324,
,,8 threads,3.662353,3.673740,3.710291,3.692724,3.607533,
,,10 threads,3.634879,3.668493,3.632031,3.734892,3.730697,
,,12 threads,3.604116,3.663973,3.834728,3.716501,3.753760,
,OPT-NO MAVX,2 threads,0.219655,0.207445,0.206502,0.205681,0.206360,
,,4 threads,0.238183,0.230819,0.240376,0.236432,0.242635,
,,6 threads,0.247232,0.245763,0.245391,0.251622,0.234413,
,,8 threads,0.252153,0.254396,0.254218,0.255918,0.255312,
,,10 threads,0.256532,0.251652,0.256352,0.253438,0.257126,
,,12 threads,0.259965,0.257486,0.270155,0.253183,0.249958,
,OPT-MAVX,2 threads,0.167907,0.156745,0.156064,0.154781,0.154641,
,,4 threads,0.182190,0.184370,0.179600,0.180203,0.178006,
,,6 threads,0.191650,0.194213,0.189533,0.191862,0.188317,
,,8 threads,0.202395,0.193332,0.198122,0.197904,0.196320,
,,10 threads,0.204934,0.204901,0.207389,0.205097,0.222464,
,,12 threads,0.200422,0.202145,0.199658,0.203521,0.197067,
PLACES:{0}, {3}, {6}, {9}, {1}, {4}, {7}, {10}, {2}, {5}, {8}, {11}|BIND:true,NO OPT-NO MAVX,2 threads,3.641100,3.602669,3.633747,3.632679,3.637674,
,,4 threads,3.664091,3.677740,3.622267,3.615395,3.627218,
,,6 threads,3.665633,3.734696,3.729684,3.679951,3.648469,
,,8 threads,3.701782,3.713957,3.697067,3.750070,3.640748,
,,10 threads,3.640889,3.688431,3.668399,3.692936,3.699128,
,,12 threads,3.638377,3.702861,3.641867,3.737118,3.677523,
,NO OPT-MAVX,2 threads,3.579374,3.565547,3.562425,3.563447,3.564956,
,,4 threads,3.599375,3.593554,3.591048,3.592619,3.591778,
,,6 threads,3.656856,3.668713,3.603930,3.624849,3.611245,
,,8 threads,3.650880,3.665370,3.655301,3.615010,3.631512,
,,10 threads,3.644281,3.699141,3.724173,3.744664,3.625144,
,,12 threads,3.695637,3.662429,3.619323,3.688690,3.740031,
,OPT-NO MAVX,2 threads,0.220976,0.208366,0.206396,0.206466,0.206491,
,,4 threads,0.241531,0.235366,0.236892,0.239656,0.235960,
,,6 threads,0.250185,0.246550,0.246833,0.246454,0.246569,
,,8 threads,0.251669,0.246871,0.254397,0.353765,0.284456,
,,10 threads,0.289141,0.285837,0.285377,0.284997,0.287704,
,,12 threads,0.275329,0.256726,0.253736,0.258620,0.256196,
,OPT-MAVX,2 threads,0.169369,0.155608,0.155638,0.155139,0.155439,
,,4 threads,0.188827,0.184950,0.187061,0.186283,0.187294,
,,6 threads,0.191824,0.192496,0.198291,0.198133,0.195822,
,,8 threads,0.199860,0.196694,0.197158,0.197866,0.196005,
,,10 threads,0.197928,0.199918,0.203101,0.197698,0.200957,
,,12 threads,0.207916,0.201634,0.195817,0.203634,0.200587,

