1000-256
,,10 threads,0.170133,0.174805,0.169344,0.174947,0.169967,
,,12 threads,0.166391,0.172404,0.169134,0.168146,0.171091,
,OPT-MAVX,2 threads,0.194096,0.187460,0.187180,0.197820,0.191224,
,,4 threads,0.130924,0.133705,0.129330,0.125727,0.128099,
,,6 threads,0.133977,0.137025,0.135097,0.137237,0.131865,
,,8 threads,0.136658,0.136242,0.134841,0.138965,0.139466,
,,10 threads,0.138551,0.137236,0.136479,0.138930,0.141780,
,,12 threads,0.141104,0.140520,0.143087,0.138379,0.146409,
PLACES:{0}, {3}, {1}, {4}, {2}, {5}, {6}, {9}, {7}, {10}, {8}, {11}|BIND:true,NO OPT-NO MAVX,2 threads,3.709960,3.620248,3.617447,3.614465,3.643196,
,,4 threads,1.891487,1.888216,2.015896,1.895927,1.888655,
,,6 threads,1.888266,1.891594,1.898513,1.901178,1.917039,
,,8 threads,1.922833,1.922779,1.926449,1.967342,1.929587,
,,10 threads,1.962651,1.953690,1.936683,1.920109,1.946022,
,,12 threads,1.943275,1.964905,1.960149,1.959339,1.926109,
,NO OPT-MAVX,2 threads,3.674522,3.671455,3.589210,3.584709,3.582053,
,,4 threads,1.892902,1.878482,1.890523,1.883252,1.890239,
,,6 threads,1.944622,1.953759,1.956338,1.932194,1.948044,
,,8 threads,1.961557,1.969633,1.968079,1.970860,1.951802,
,,10 threads,1.971813,1.966912,1.990995,1.909067,1.914505,
,,12 threads,1.894860,1.907492,1.914579,1.915092,1.923037,
,OPT-NO MAVX,2 threads,0.246273,0.228912,0.224808,0.221316,0.223476,
,,4 threads,0.144517,0.146008,0.142517,0.137780,0.143338,
,,6 threads,0.152564,0.154401,0.155834,0.146287,0.154480,
,,8 threads,0.160620,0.162357,0.165637,0.158873,0.164201,
,,10 threads,0.165643,0.165914,0.165072,0.166654,0.167212,
,,12 threads,0.160047,0.239734,0.178264,0.175925,0.171415,
,OPT-MAVX,2 threads,0.215557,0.195556,0.165774,0.166153,0.166143,
,,4 threads,0.109792,0.119902,0.115320,0.109022,0.115135,
,,6 threads,0.119460,0.124698,0.125545,0.119057,0.123832,
,,8 threads,0.134977,0.128442,0.132768,0.129541,0.133269,
,,10 threads,0.136801,0.137410,0.136637,0.133112,0.135624,
,,12 threads,0.128076,0.126452,0.139394,0.127900,0.136910,
PLACES:{0}, {3}, {6}, {9}, {1}, {4}, {7}, {10}, {2}, {5}, {8}, {11}|BIND:true,NO OPT-NO MAVX,2 threads,3.684820,3.618217,3.596746,3.672449,3.656632,
,,4 threads,1.875652,1.883510,1.856543,1.851617,1.865089,
,,6 threads,1.879773,1.888100,1.896834,1.881960,1.891119,
,,8 threads,1.888568,1.901906,1.891003,1.899986,1.999596,
,,10 threads,1.969157,1.969084,1.967233,1.934323,1.971414,
,,12 threads,1.881204,1.863991,1.866138,1.891570,1.898421,
,NO OPT-MAVX,2 threads,3.710754,3.598834,3.584637,3.583054,3.586633,
,,4 threads,1.881915,1.851718,1.857793,1.839427,1.873743,
,,6 threads,1.886626,1.877659,1.887663,1.888124,1.865087,
,,8 threads,1.895565,1.876777,1.903424,1.907126,1.905369,
,,10 threads,1.943441,1.845517,1.860286,1.856461,1.872709,
,,12 threads,1.870565,1.896322,1.851543,1.901897,1.909176,
,OPT-NO MAVX,2 threads,0.236949,0.222435,0.225071,0.223566,0.225100,
,,4 threads,0.177885,0.174411,0.179076,0.178252,0.181129,
,,6 threads,0.179237,0.177884,0.182096,0.173578,0.179915,
,,8 threads,0.182173,0.181797,0.183080,0.180766,0.177070,
,,10 threads,0.183826,0.179869,0.180066,0.178542,0.175866,
,,12 threads,0.182869,0.179128,0.179217,0.173502,0.180104,
,OPT-MAVX,2 threads,0.215122,0.193434,0.171767,0.172399,0.168728,
,,4 threads,0.138395,0.143730,0.146142,0.139535,0.136937,
,,6 threads,0.145444,0.145508,0.144773,0.145344,0.145220,
,,8 threads,0.146521,0.148058,0.147449,0.151274,0.149680,
,,10 threads,0.148502,0.145553,0.150116,0.149376,0.146902,
,,12 threads,0.144385,0.150099,0.150935,0.145456,0.145950,

